file,keyword,text_a,text_c,match_a,match_b,match_c,match_d,condition
강원도_건강보험자격득실확인서_child_female_echo_0160.mp3,건강보험자격득실확인서, 건강보험 자격득실 확인서 좀 밝을끔 해주시오. 주시오., 건강보험 자격득실 확인서 좀 밝읍 좀 해주시오 주시오,1,1,1,1,
강원도_건강보험자격득실확인서_child_male_onyx_0129.mp3,건강보험자격득실확인서, 자격특실 확인소에 예전 회사 다 나오게 해주시오, 자격특실 확인 더해 예전 회사 다 나오게 해주시오,0,0,0,0,
강원도_건강보험자격득실확인서_child_male_onyx_0159.mp3,건강보험자격득실확인서, 자격득신을 확인해서 그거 팩스로 바로 되나에, 자격득 신호 확인서 그거 팩스로 바로 되나에?,0,1,0,1,
강원도_건강보험자격득실확인서_child_male_onyx_0183.mp3,건강보험자격득실확인서, 자격 뜻을 확인서 발급 좀 해주시오는데 오래 걸린다냐, 자격 뜻이 확인서 발급 좀 해주시오는데 오래 걸린다냐,0,1,0,1,
강원도_건강보험자격득실확인서_middle_aged_male_nova_0124.mp3,건강보험자격득실확인서, 자격특실 확인서 발급 좀 해주시오는데 오래 걸리나?, 자격특실 확인서 발급 좀 해주시오는데 오래 걸리나?,0,1,0,1,
강원도_건강보험자격득실확인서_senior_female_nova_0188.mp3,건강보험자격득실확인서, 자격 특실 확인소에 내역 다 나오게, 자격 특수의 확인소에 내역 다 나오게,0,0,0,0,
강원도_건강보험자격득실확인서_senior_male_echo_0112.mp3,건강보험자격득실확인서," 네, 옆 반아오게 자격특실 확인서 발급 좀 해주시오 조행"," 네, 옆 반아오게 자격특실 확인서 발급 좀 해주시오 조행",0,1,0,1,
강원도_건강보험자격득실확인서_youngadult_male_nova_0132.mp3,건강보험자격득실확인서, 자격 득실 확인서 발급 좀 해주시오는데 오래 걸린다냐?, 자격 득실 확인서 발급 좀 해주시오는데 오래 걸린다냐?,0,1,0,1,
강원도_날씨_child_female_echo_0229.mp3,날씨, 내일 날 15고 빨래하자, 내일 날 씨부고 빨래하자,0,0,1,0,
강원도_날씨_child_female_onyx_0288.mp3,날씨, 날씨 확인하고 가자, 날씨 확인하고 가자,1,1,1,1,
강원도_날씨_child_female_shimmer_0259.mp3,날씨, 강소 확률 몇% 다냐?, 강소 확률 몇% 다냐?,0,0,0,0,
강원도_날씨_child_female_shimmer_0267.mp3,날씨,ナイシー入れが出な?,ナイシー入れが出な,0,0,0,0,
강원도_날씨_child_male_nova_0232.mp3,날씨, 보왕 바람 하영 북주과, 보왕 바람 하영 북주과,0,0,0,0,
강원도_날씨_middle_aged_female_alloy_0212.mp3,날씨, 강소학률 몇 프로고?, 강소학률 몇 프로고?,0,0,0,0,
강원도_날씨_middle_aged_female_alloy_0224.mp3,날씨, 날씨 좋으면 놀러 가자, 날씨 좋으면 놀러 가자,1,1,1,1,
강원도_날씨_middle_aged_male_shimmer_0260.mp3,날씨, 날 쉬워기 나고 가야제?, 날 쉬워긴 하고 가야지,0,0,0,0,
강원도_날씨_senior_female_nova_0283.mp3,날씨, 이렇게 날씨 좋은 뒤 집에만 있냐고만, 이렇게 날씨 좋은 뒤 집에만 있냐고만,1,1,1,1,
강원도_등본_child_female_alloy_0377.mp3,등본, 동사무소 가서 등본 한통 발급 좀 해주시오와야, 동사무소 가서 등본 한통 발급 좀 해주시오와야,1,1,1,1,
강원도_등본_child_female_echo_0316.mp3,등본, 등분 발급 좀 해주시오는 거 어려운가?, 등분 발급 좀 해주시오는 거 어려운가?,0,1,0,1,
강원도_등본_child_female_echo_0366.mp3,등본, 인터넷으로 등분 뽑을 수 있다냐?, 인터넷으로 등분 뽑을 수 있다냐?,0,0,0,0,
강원도_등본_child_female_nova_0358.mp3,등본, 시간 남은 등본 한 콩만 발급 좀 해주시오 주소구만, 시간 남은 등본 한 콩만 발급 좀 해주시오 주소구만,1,1,1,1,
강원도_등본_child_female_shimmer_0342.mp3,등본, 등분 한통 발급받으러 왔는데요., 등분 한통 발급받으러 왔는데요.,0,0,0,0,
강원도_등본_child_male_alloy_0326.mp3,등본, 캐나는 등본 달급점 해주시 주게 마슴 내, 캐나는 등본 달급점 해주시 주게 맛은 내,1,1,1,1,
강원도_등본_child_male_echo_0378.mp3,등본, 뚱봉 더 잘 꼭 급하게 하오, 뚱봉 더 잘 꼭 급하게 하오,0,0,0,0,
강원도_등본_middle_aged_female_nova_0393.mp3,등본, 은 본 발급 좀 해주시오러 가야 허는 뒤 기차나 죽건내고만, 은 본 발급점 해주시오러 가야 허는 뒤 기차나 죽건내고만,0,1,0,1,
강원도_등본_middle_aged_female_shimmer_0303.mp3,등본, 은곤 밝음 좀 해주시오러 가야 허는 뒤 귀찮아 죽겠네, 은곤 발급 좀 해주시오러 가야하는데 귀찮아 죽겠네,0,0,0,1,
강원도_등본_senior_female_nova_0341.mp3,등본, 내 등 본 좀 발급 좀 해주시오 줄 함께, 내 등 본 좀 발급점 해주시오 주런게,1,1,1,1,
강원도_등본_senior_female_onyx_0361.mp3,등본," 아버지 등분이 필요한데, 어떻게 하실까?"," 아버지 등분이 필요한데, 어떻게 하실까?",0,0,0,0,
강원도_등본_senior_male_alloy_0395.mp3,등본, 주민 등록 등번 2부 바로 발급점 해주시오. 해 줄아오?, 주민되록 등번 2부 바로 발급 좀 해주시오. 해 주라오.,0,1,0,1,
강원도_등본_senior_male_shimmer_0399.mp3,등본, 든든 뽑는 거 까먹지 마라, 든든 뽑는 거 까먹지 마라,0,0,0,0,
강원도_등본_youngadult_female_onyx_0310.mp3,등본, 주민 등록 등돈 본 겁나게 빨리 필요하답게, 주민 등록 등돈 본 겁나게 빨리 필요하답게,0,1,0,1,
강원도_등본_youngadult_female_shimmer_0382.mp3,등본, 내 것은 본 좀 밝을 좀 해주시여 줄 수 있겠나?, 내거 등분 좀 밝을 좀 해주시여 줄 수 있겠나?,0,0,0,0,
강원도_등본_youngadult_male_echo_0367.mp3,등본, 주민등록 등번 3부 키려호다. 발급정 해주시오. 발급정 해주시오. 주프서호., 주민등록 등번 3부 키려호다. 발급정 해주시오. 발급정 해주시오. 주프서호.,0,1,0,1,
강원도_등본_youngadult_male_nova_0333.mp3,등본, 뜬 몬 밝은 틈 해주시오로 가야 하는 니 귀찮아 죽겠네, 뜬 몬 밝은 틈 해주시오러 가야 하는 뒤 귀찮아 죽겠네,0,0,0,0,
강원도_등본_youngadult_male_shimmer_0305.mp3,등본, 는번이 필요하답게, 는번이 필요하단계,0,0,0,0,
강원도_초본_child_female_nova_0426.mp3,초본," 지금도 주민등록 초본 4부, 발급 좀 해주시오, 발급 좀 해주시오, 주게 맛있네."," 지금도 주민등록 초본 4부, 발급 좀 해주시오, 발급 좀 해주시오, 두개 맛있네.",1,1,1,1,
강원도_초본_child_female_shimmer_0442.mp3,초본, 지금도 초본 이부 바로 발급 좀 해주시오. 발급 좀 해주시오. 두 개만 쓴 내., 지금도 초본 이부 바로 발급 좀 해주시오 발급 좀 해주시오 두 개만 쓴 내,1,1,1,1,
강원도_초본_child_male_echo_0433.mp3,초본, 개난 주민 등록 2번 발끝주게 마심하오, 개난 주민 등록 2번 발급주게 마심하오,0,1,0,1,
강원도_초본_child_male_echo_0478.mp3,초본, 초본 한 통만 바이급 좀 해주시여 주이소, 초본 한 통만 바이급 좀 해주시여 주이소,1,1,1,1,
강원도_초본_child_male_nova_0416.mp3,초본, 개난 주민등록 초본 발급주개 마심 허우구만, 개난 주민등록 주본 발급주개 마심 허우구만,1,1,0,1,
강원도_초본_middle_aged_female_alloy_0482.mp3,초본, 군대 갈려면 초본 달급 좀 해주셔야 되나?, 군대 갈려면 초본 달급 좀 해주셔야 되나?,1,1,1,1,
강원도_초본_middle_aged_female_nova_0410.mp3,초본, 인범 말고 2번으로 발급 좀 해주시오 주시오., 인범 말고 2번으로 발급 좀 해주시오 주셔야죠.,0,1,0,1,
강원도_초본_middle_aged_female_shimmer_0495.mp3,초본, 주민등록 초본 한 통만 요구만, 주민등록 초본 한통만 요구만,1,1,1,1,
강원도_초본_middle_aged_male_alloy_0461.mp3,초본, 지금도 초본 한 보안 그 빨값 빨값 좀 해주시여 집선해, 지금도 초본 한 보안 그 빨값 빨값 좀 해주시여 집선해,1,1,1,1,
강원도_초본_middle_aged_male_nova_0466.mp3,초본," 초보는 와, 발급 좀 해주시오는 기구"," 초보는 와, 발급 좀 해주시오는 기구",0,1,0,1,
강원도_초본_middle_aged_male_onyx_0403.mp3,초본, 초보는 와 발급점 해주시오는 기구, 초보는 와 발급점 해주시오는 기구,0,0,0,0,
강원도_초본_senior_female_shimmer_0499.mp3,초본, 초본 한 장만 퍼특 발급 좀 해주시오와? 브로, 조건 한 장만 퍼특 발급 좀 해주시오와? 브로,1,1,0,1,
강원도_초본_senior_male_nova_0458.mp3,초본, 조본 한 잔만 있으면 된다., 조본 한 잔만 있으면 된다.,0,0,0,0,
강원도_초본_senior_male_shimmer_0467.mp3,초본, 지금도 초보난보 발급밝급 좀 해주시오. 줍소하오, 지금도 초보난보 발급밝급 좀 해주시오. 줍소하오,0,0,0,0,
강원도_초본_youngadult_female_echo_0477.mp3,초본, 내 초번에 군대 갔다 온 거 나올까?, 내 초보내 군대 갔다 온 거 나올까?,0,0,0,0,
강원도_초본_youngadult_female_shimmer_0405.mp3,초본, 초보는 못담씨 필요하다냐., 초보는 못담씨 필요하다냐.,0,0,0,0,
강원도_초본_youngadult_female_shimmer_0441.mp3,초본, 초본한통 밝협점 해주시오 주쇼잉?, 초본한통 배급 점 해주시오 주쇼잉?,1,0,1,0,
강원도_초본_youngadult_male_nova_0493.mp3,초본, 이번엔 초번으로 발급 좀 해주셔야 된대 이구만, 이번엔 초보녀로 발급 좀 해주셔야 된대 이구만,0,1,0,1,
강원도_축제_child_female_alloy_0572.mp3,축제, 축제 구경가의 사람?, 축제 구경가의 사람?,1,1,1,1,
강원도_축제_child_female_nova_0505.mp3,축제, 우리 동네 축제는 언제인지?, 우리 동네 축제는 언제인지?,1,0,1,0,
강원도_축제_child_female_nova_0558.mp3,축제, 죽지에 사람 지기만 캐치?, 죽지에 사람 지기만 했지?,0,0,0,0,
강원도_축제_child_female_nova_0597.mp3,축제, 즉제 이중 날랐다냐?, 즉제 이중 나왔다냐?,0,0,0,0,
강원도_축제_child_female_nova_0599.mp3,축제, 족세하는 데 주찰 때일까?, 적세하는 데 주차할 때일까?,0,0,0,0,
강원도_축제_child_female_shimmer_0510.mp3,축제, 축제 마지막 가리라 사람 겁나게 맞네, 축제 마지막 가리라 사람 겁나게 맞네,1,1,1,1,
강원도_축제_child_female_shimmer_0513.mp3,축제, 주말의 축제 구경이나 가자인?, 주말의 축제 구경이나 가자임?,1,1,1,1,
강원도_축제_child_male_alloy_0515.mp3,축제, 이번 벚꽃 축제는 언제인다니?, 이번 벚꽃 축제는 언제인다니?,1,0,1,0,
강원도_축제_child_male_echo_0501.mp3,축제, 가을엔 원축제가 있나?, 가을엔 원축제가 있나?,1,0,1,0,
강원도_축제_middle_aged_female_alloy_0594.mp3,축제, 축제 갈람은 차 막힐김대구만, 축제 갈람은 차 막힐 낀 대구만,1,1,1,1,
강원도_축제_middle_aged_female_nova_0553.mp3,축제, 쟤 하는 뒤 찼 때 입고 있어, 쟤 아는 뒤 찾을 때 입고 있어,0,0,0,0,
강원도_축제_middle_aged_male_alloy_0522.mp3,축제, 축제 갈라면 차 막힐김데, 축제 갈라면 차 막힐김데,1,1,1,1,
강원도_축제_middle_aged_male_echo_0503.mp3,축제, 축제 일정 나왔다냐, 축제 일정 나왔다냐,1,1,1,1,
강원도_축제_middle_aged_male_nova_0545.mp3,축제, 해변 축제보러 가장 깨구만, 해변 축제보러 가장 깨구만,1,0,1,0,
강원도_축제_middle_aged_male_nova_0560.mp3,축제, 죽제의 사람 되기 많겠지?, 죽제의 사람 되기 많겠지?,0,0,0,0,
강원도_축제_middle_aged_male_onyx_0547.mp3,축제, 축제 가서 맛있는 거 사먹자, 축제 가서 맛있는 거 사먹자,1,1,1,1,
강원도_축제_middle_aged_male_shimmer_0557.mp3,축제, 지역 축제에 모아볼 거 있다가?, 지역 축제에 모어볼 거 있다가?,1,1,1,1,
강원도_축제_senior_female_alloy_0563.mp3,축제, 해변 주제 보러 가자, 해변 주제 보러 가자,0,0,0,0,
강원도_축제_senior_female_echo_0561.mp3,축제, 위동 내 축제언제인데?, 위동 내 축제 언제인데?,1,0,1,1,
강원도_축제_senior_female_echo_0576.mp3,축제, 위통나 측제 언제데?, 위통내 특제 언제데?,0,0,0,0,
강원도_축제_senior_female_echo_0580.mp3,축제, 야시장 열리는 특대 다녀, 야시장 열리는 특대 다녀,0,0,0,0,
강원도_축제_senior_female_echo_0583.mp3,축제, 대학 축제 보러 가자, 대학 축제 보러 가자,1,1,1,1,
강원도_축제_senior_female_nova_0538.mp3,축제, 주말에 축제 구경이나 가장?, 두 마례 축제 구경이나 가장?,1,1,1,1,
강원도_축제_senior_female_nova_0587.mp3,축제, 축제 가서 만난 거 사목자잉?, 축제 가서 만난 거 사목자잉?,1,1,1,1,
강원도_축제_senior_female_onyx_0566.mp3,축제, 거식이 죽제 겁나게 재미지다고 호둬만 구만, 거식이 죽제 겁나게 재미지다고 호둬만 구만,0,0,0,0,
강원도_축제_senior_female_onyx_0586.mp3,축제, 지역 축제 모볼 거 있다가?, 지역 축제 모볼 거 있다가?,1,1,1,1,
강원도_축제_senior_male_alloy_0533.mp3,축제, 축제하는 니 주차 할 때일까?, 축제하는 니 주차 할 때일까?,1,0,1,0,
강원도_축제_senior_male_alloy_0577.mp3,축제, 이번 축제는 좀 재밌겠나?, 이번 축제는 좀 재밌겠나?,1,0,1,0,
강원도_축제_senior_male_alloy_0579.mp3,축제, 축제 마지막 날이라 사람 겁나게 맞내구만, 축제 마지막 날이라 사람 겁나게 맞내구만,1,1,1,1,
강원도_축제_senior_male_alloy_0590.mp3,축제, 지역 축제 뭐 볼 거 있단가?, 지역축제에 뭐 볼 거 있단가?,1,1,1,1,
강원도_축제_senior_male_nova_0532.mp3,축제," 우리 동네, 축제는 언젠지?", 우리 동네 축제는 언젠지?,1,0,1,0,
강원도_축제_senior_male_onyx_0519.mp3,축제, 우리도 족제 부스 하나 내볼까나?, 우리도 족제 부스 하나 내볼까나?,0,0,0,0,
강원도_축제_senior_male_onyx_0531.mp3,축제, 축지하는 뒤 주차할 때일까?, 축지하는 뒤 주차할 때일까?,0,0,0,0,
강원도_축제_senior_male_shimmer_0548.mp3,축제, 무슨 축제가 제일 유명하노?, 무슨 축제가 제일 유명하노?,1,0,1,0,
강원도_축제_youngadult_female_nova_0564.mp3,축제, 쭉째 사엄뜨기 많겠지?, 쭉쥬의 사함득이 많겠지?,0,0,0,0,
강원도_축제_youngadult_female_onyx_0517.mp3,축제, 에약 축제 구경가장께, 에약 축제 구경가장께,1,1,1,1,
강원도_축제_youngadult_female_shimmer_0541.mp3,축제, 하메야는 불꽃 축제할까?, 하메야는 불꽃 축제할까?,1,0,1,0,
강원도_축제_youngadult_female_shimmer_0552.mp3,축제, 쭉질어서 뭐 만난 거 사물까?, 쭉질어서 뭐 만난 거 사물까?,0,0,0,0,
강원도_축제_youngadult_male_alloy_0518.mp3,축제, 축제 가리라면 차 막혀부러, 축제 갈라면 차 막혀부러,1,1,1,1,
강원도_축제_youngadult_male_alloy_0568.mp3,축제, 지역 촉재에 먹어볼 거 있나?, 뒤엾 촉재에 먹어볼 거 있나?,0,0,0,0,
강원도_축제_youngadult_male_echo_0504.mp3,축제, 치옥 찍자 월붕고 있나?, 치역측자 모불고 있나?,0,0,0,0,
강원도_축제_youngadult_male_echo_0530.mp3,축제, 요원 벚꽃 축제는 언제는 다녀?, 요번 벚꽃 축제는 언젠 다녀,1,0,1,0,
강원도_축제_youngadult_male_nova_0536.mp3,축제, 제 갈람은 참 아켰긴데, 쟤 갈라면 참 아케일김데?,0,0,0,0,
강원도_축제_youngadult_male_nova_0537.mp3,축제, 숙제가 이때 모입고 갈까 구만, 숙제가 이때 모입고 갈까 구만?,0,0,0,0,
강원도_축제_youngadult_male_nova_0540.mp3,축제, 주택 가서 뭐 만난 거 사무갈까?, 주택 가서 뭐 만난 거 사무갈까?,0,0,0,0,
강원도_축제_youngadult_male_shimmer_0524.mp3,축제, 우리 동네 축제 언젠데?, 우리 동네 축제 언젠데?,1,1,1,1,
강원도_행사_child_female_nova_0688.mp3,행사, 가족이랑 갈만의 서울링사 추천해 주라오네, 가족이랑 갈만의 서울링사 추천해 주라오네,0,0,0,0,
강원도_행사_child_male_alloy_0667.mp3,행사, 가족이랑 갈만한 세종 행사 추천해 집선해, 가족이랑 갈만한 세종 행사 추천해 집선해,1,1,1,1,
강원도_행사_middle_aged_female_echo_0624.mp3,행사, 대주 행사 일정 보여주겠네, 대주 행사 일정 보여주겠네,1,1,1,1,
강원도_행사_middle_aged_female_nova_0629.mp3,행사, 무료 행사 있나요? 제족?, 무료 행사 있나요? 제죽?,1,1,1,1,
강원도_행사_senior_female_echo_0683.mp3,행사, 내일 근처 핵사 뭐 있죠?, 내일 근처 행사 뭐 있죠?,0,0,1,1,
강원도_행사_senior_male_shimmer_0632.mp3,행사, 무료 행사 있나요? 대주?, 무료 행사 있나요? 대주?,1,1,1,1,
강원도_행사_youngadult_female_alloy_0612.mp3,행사, 가족이랑 갈만한 서울 행사 추천해 주라오 How, 가족이랑 갈만한 서울 행사 추천해 주라고 하우.,1,1,1,1,
강원도_행사_youngadult_female_shimmer_0659.mp3,행사, 무료 행사 있나요? 제주?, 무료 행사 있나요? 제주?,1,1,1,1,
강원도_행사_youngadult_male_echo_0660.mp3,행사, 가족이랑 갈만한 서울 행사 추천해 주라오 How, 가족이랑 갈만한 서울 행사 추천해 주라오 How,1,1,1,1,
경상도_가족관계증명서_child_female_alloy_0076.mp3,가족관계증명서, 가능하면 빨리 관공서 제출룬 가족관계 증명서 내부 주민센터 과거주소포한 바로 발급해 주의가, 가능하면 빨리 관공서 제출룬 가족관계 증명서 내부 주민센터 과거주소포한 바로 발급해 주의가,1,1,1,1,
경상도_가족관계증명서_child_female_onyx_0096.mp3,가족관계증명서, 오늘 얼른 회사 제출형 가족 관계 직명서 두부 모바일 주소 전체 출역 바로 뽑아해 주라, 오늘 얼른 회사 제출형 가족 관계 직명서 두부 모바일 주소 전체 출역 바로 뽑아해 주라,0,1,0,1,
경상도_가족관계증명서_child_male_alloy_0056.mp3,가족관계증명서," 당장 가족관계 증명서 산부, PDF로 과거 주소포한 바로 때해주나"," 양장, 가족관계 증명서 산부, PDF로 과거 주소포한 바로 때에 주나",1,1,1,1,
경상도_가족관계증명서_child_male_nova_0068.mp3,가족관계증명서, 암짠마 학교 제출연 가족 증명서 이부 주민번호 뒷자리 비공개 출협해도 되겠습니까?, 암짬마 학교 제출연 가족 증명서 이부 주민번호 뒷자리 비공개 출협해도 되겠습니까?,0,1,0,1,
경상도_가족관계증명서_child_male_onyx_0007.mp3,가족관계증명서, 오늘 관공서 제출용 가족 증명선 앱을 기대해 프로 현재 주소만 뽑아 주소, 오늘 관공서 제출용 가족 증명선 앱을 기대해 프로 현재 주소만 뽑아 주소,0,1,0,1,
경상도_가족관계증명서_child_male_onyx_0020.mp3,가족관계증명서," 지금 입사지원 사료, 가족 관계 직명사 무인민원 발급기 현재 주소만 바로 출력해 주위소"," 지금 이 사지원 사료, 가족 관계 증명사 무인민원 발급기 현재 주소만 바로 출력해 주위소",0,1,0,1,
경상도_가족관계증명서_child_male_onyx_0035.mp3,가족관계증명서, 악장마 대출소류용 가족관계 증명서 산부 PDF로 현재 주서만 출력해 주니까, 악장마 대출소류용 가족관계 증명서 산부 PDF로 현재 주소만 출력해 주니까,1,1,1,1,
경상도_가족관계증명서_child_male_onyx_0090.mp3,가족관계증명서, 오늘 관공서 제출연 가족관계 직명서 두부 무인민원 발급기 주민번호 뒷자리 비공개 바로 툴력해 주소, 오늘 관공서 제출연 가족관계 직명서 두부 무인민원 발급기 주민번호 뒷자리 비공개 바로 툴력해 주소,0,1,0,1,
경상도_가족관계증명서_middle_aged_female_onyx_0097.mp3,가족관계증명서," 가능하면 빨리 학교 제출용, 가족 증명서 내부 정부 24 과거 주소품 바로 뽑아 주나", 가능하면 빨리 학교 제출용 가족 증명서 내부 정부 24 과거 주소품 바로 뽑아 해 주나,0,1,0,1,
경상도_가족관계증명서_middle_aged_female_shimmer_0040.mp3,가족관계증명서," 당장 회사 제출용 가족 증명서 세부, 무인 민원 발급기 과거 주소 포함 바로 추격해 주소"," 당장 회사 제출용 가족 증명서 세 부, 무인 민원 발급기 과거 주소 포함 바로 추격해 주소",0,1,0,1,
경상도_가족관계증명서_middle_aged_male_shimmer_0009.mp3,가족관계증명서," 안근 그렇게 대출 서류용 가족관계 진명서 3부, 정부 24 현재 주소만 출력 좀 해주기 위해서."," 안근 그렇게 대출 서류용 가족관계 증명서 3부, 정부 24 현재 주소만 출력 좀 해주기 위해서.",0,1,1,1,
경상도_가족관계증명서_senior_female_alloy_0084.mp3,가족관계증명서, 가능하면 빨리 가족 관계 증명서 일부 무인 민원 발급기 출력해 주니까, 가능하면 빨리 가족 관계 증명서일부 무인 민원 발급기 출력해 주니까,1,1,1,1,
경상도_가족관계증명서_senior_female_echo_0027.mp3,가족관계증명서," 마 회사 제출용, 가족관계 증명서 모바일 주민번호 빛자리 비공개 출역해 주소"," 마 회사 제출용, 가족관계 증명서 모바일 주민번호 빛자리 비공개 출역해 주소",1,1,1,1,
경상도_가족관계증명서_senior_male_alloy_0005.mp3,가족관계증명서," 당장마 회사 제출용 가족관계 등명서 3부, 정부 24 주민번호 뒷자리 비공개에 좀 해줍니다."," 당장마 회사 제출용 가족관계 등명서 3부, 정부 24 주민번호 뒷자리 비공개 해 줍니다.",0,1,0,1,
경상도_가족관계증명서_senior_male_nova_0089.mp3,가족관계증명서, 오늘 얼른 배출설용 가족 관계 증명서 내부 정부 24현재주소만 때에도 되겠습니까? 해시바위 가족 관계 증명서 200, 오늘 얼른 배출설용 가족관계 증명서 내부 정부 24현재주소만 때에도 되겠습니까? 해시바위 가족관계 증명서 200,1,1,1,1,
경상도_가족관계증명서_youngadult_female_alloy_0023.mp3,가족관계증명서," 가능하면 빨리 긁게 학교 제출용 가족 증명서 두부, 모바일 과거 주소포한 발급해주나 해외 스테이기와의 가족 338"," 가능하면 빨리 긁에 학교 제출용 가족 증명서 두부, 모바일 과거 주소포한 발급해주나 해외 스테이기와의 가족 338",0,1,0,1,
경상도_가족관계증명서_youngadult_female_nova_0061.mp3,가족관계증명서, 앞교 제출용 가족관계 증명서 이부 주민번호 뒷자리 비공개 발급해도 되겠습니까?, 앞교 제출용 가족관계 증명서 이부 주민번호 뒷자리 비공개 발급해도 되겠습니까?,1,1,1,1,
경상도_가족관계증명서_youngadult_female_onyx_0003.mp3,가족관계증명서, 지금 막 학교 제출룬 가족 증명서 한부 정부 24주민번호 뒷자리 피공개 뽑아에도 되겠습니까?, 지금 막 학교 제출룬 가족 증명서 한부 정부 14주민번호 뒷자리 비공개 뽑아에도 되겠습니까?,0,1,0,1,
경상도_가족관계증명서_youngadult_female_shimmer_0014.mp3,가족관계증명서, 가능하면 빨리 마 회사 제출료는 가족 직명서 일부 과거 주소 포함 바로 때해 주위소 하십박시 가족 6사사, 가능하면 빨리 마 회사 제출료원 가족 직명서 일부 과거 주소 포함 바로 때해 주위소 하십박시 가족 6사사,0,1,0,1,
경상도_가족관계증명서_youngadult_male_alloy_0038.mp3,가족관계증명서," 장장 글쾌 대출 서류원 가족 증명사, 일부 물민원 발급기, 주소 전체 출력 출력해도 되겠습니까?"," 장장 긁혀대출 서류원 가족 증명사, 일부 무인민원 발급기, 주소 전체 출력 출력해도 되겠습니까?",0,1,0,1,
경상도_가족관계증명서_youngadult_male_echo_0000.mp3,가족관계증명서, 방금 광공서 제출룡 가족 관계 직명서 두부 무인 민원 발급기 현재 주소만 발급해 주위서, 방금 광공서 제출룡 가족 관계 증명서 두부 무인 민원 발급기 현재 주소만 발급해 주이서,0,1,1,1,
경상도_가족관계증명서_youngadult_male_nova_0099.mp3,가족관계증명서, 오늘 대출 서류용 가족관계 진명서 한 부 무인민원 발급기 현재 주소만 때에도 되겠습니까?, 오늘 대출 서류용 가족관계 진명서 한 부 모인 민원 발급기 현재 주소만 때에도 되겠습니까?,0,1,0,1,
경상도_가족관계증명서_youngadult_male_onyx_0079.mp3,가족관계증명서, 지금 얼른 대출 서류형 가족 증명소 한부 정부 이사사 주민번호 뒷자리 비공개 뽑아해도 되겠습니까?, 지금 얼른 대출 서류형 가족 증명소 한부 정부 이사사 주민번호 뒷자리 비공개 뽑아해도 되겠습니까?,0,1,0,1,
경상도_건강보험자격득실확인서_child_female_nova_0107.mp3,건강보험자격득실확인서," 가능하면 빨리 학교 제출룡, 건부, 자격득실, 학인서 일부, 현재 주소만 출력해도 되겠습니까?"," 가능하면 빨리 학교 제출룡, 건부 자격득실, 학인서 일부, 현재 주소만 출력해도 되겠습니까?",0,1,0,1,
경상도_건강보험자격득실확인서_child_male_alloy_0184.mp3,건강보험자격득실확인서, 아 회사 제출용 건강보험 자격 득실 확인서 산부 현재 주소만 바로 뽑아해 주일까, 아 회사 제출용 건강보험 자격 득실 확인서 산부 현재 주소만 바로 뽑아해 주일까,1,1,1,1,
경상도_건강보험자격득실확인서_child_male_echo_0109.mp3,건강보험자격득실확인서, 반공서 제출용 권보자격 득실로 확인서 한 부 주민번호 직자리 비공개 발급 좀 해주기 위해서, 반공서체 출용 권보자격 득시를 확인서 한 보 주민번호 뒷자리 비공개 발급 좀 해주기 위해서,0,1,0,1,
