file,keyword,text_a,text_c,match_a,match_b,match_c,match_d,condition
강원도_건강보험자격득실확인서_child_female_echo_0100.mp3,건강보험자격득실확인서, 자격득실 확인서 뽑을 줄 알아?, 자격득실 확인서 뽑을 줄 알아?,0,1,0,1,
강원도_건강보험자격득실확인서_child_female_echo_0195.mp3,건강보험자격득실확인서, 이거 맞지? 건강보험 자격도 없이 확인서?, 이거 맞지? 건강보험 자격도 혹시 확인서?,0,1,0,1,
강원도_건강보험자격득실확인서_child_male_echo_0145.mp3,건강보험자격득실확인서, 자격득실 확인서 한 번만 주셨구만, 자격득실 확인서 한 번만 주시오구만,0,1,0,1,
강원도_건강보험자격득실확인서_child_male_shimmer_0132.mp3,건강보험자격득실확인서, 권강보험공단 홈페이지 두가 봐라, 권강보험공단 홈페이지 두가 봐라.,0,0,0,0,
강원도_건강보험자격득실확인서_child_male_shimmer_0159.mp3,건강보험자격득실확인서, 건강보험 자격득실 확인서 좀 발급 좀 해주시오 주시오, 건강보험 자격득실 확인서 좀 발급 좀 해주시오 주시오,1,1,1,1,
강원도_건강보험자격득실확인서_child_male_shimmer_0181.mp3,건강보험자격득실확인서, 레이적 단아옥에 자격득실 확인서 발급 좀 해주시오도구만, 레역 단아옥에 자격득실 확인서 발급 좀 해주시오도구만,0,1,0,1,
강원도_건강보험자격득실확인서_middleaged_female_onyx_0126.mp3,건강보험자격득실확인서," 컴보, 착역 득실 확인서 두부 발급 좀 해주시오. 해가능하오 할까요?"," 컴보, 착역 득실 확인서 두부 발급 좀 해주시오. 해가능하오 할까요?",0,1,0,1,
강원도_건강보험자격득실확인서_middleaged_female_onyx_0190.mp3,건강보험자격득실확인서, 프린트도 해나? 자격득실 확인서 뽑게, 프린트도 해나? 자격득실 확인서 뽑게,0,1,0,1,
강원도_건강보험자격득실확인서_middleaged_male_alloy_0173.mp3,건강보험자격득실확인서, 자격특실 확인서 그거 픽스로 바로 대주, 자격특시 확인서 그거 픽스로 바로 대주,0,1,0,1,
강원도_건강보험자격득실확인서_middleaged_male_echo_0183.mp3,건강보험자격득실확인서, 건강보험 자격득실 확인서 발급 좀 해주시오러 가야된다, 건강보험 자격득실 확인서 발급 좀 해주시오러 가야된다,1,1,1,1,
강원도_건강보험자격득실확인서_senior_female_alloy_0142.mp3,건강보험자격득실확인서, 건강보험공단에 전화해 왔을까? 자격득실 확인서., 건강보험공단에 전화해 왔을까? 자격특실 확인서,0,1,0,1,
강원도_건강보험자격득실확인서_senior_male_nova_0182.mp3,건강보험자격득실확인서, 건강 포함 자격득실 확인서 한 통 발급 좀 해주시고요., 건강 포함 자격득시 확인서 한통 발급 좀 해주시고요,0,1,0,1,
강원도_건강보험자격득실확인서_senior_male_onyx_0194.mp3,건강보험자격득실확인서, 엉간보험 자격득실 할인서 한통 발급 좀 해주시어야 쓰겁다., 엉간보험 자격득실 할인서 한통 발급 좀 해주시어야 쓰겁다,0,1,0,1,
강원도_건강보험자격득실확인서_youngadult_female_nova_0143.mp3,건강보험자격득실확인서, 건강보험 자격특실 확인서 좀 밝읍 좀 해주시여, 건강보험 자격특실 확인서 좀 밝읍 좀 해주시여,0,1,0,1,
강원도_건강보험자격득실확인서_youngadult_female_nova_0176.mp3,건강보험자격득실확인서, 끝판계 건강보험 자격득실 확인서 한 부 바로 발급 좀 해주시오 해주때 마심하오, 끝판계 건강보험 자격 등실 확인서 한 부 바로 발급 좀 해주시오 해주게 마심하오,1,1,0,1,
강원도_건강보험자격득실확인서_youngadult_female_shimmer_0198.mp3,건강보험자격득실확인서, 자격득시 확인선은 왜 발급 좀 해주시오는기고, 자격득시어 확인서는 왜 발급 좀 해주시오는기고,0,1,0,1,
강원도_건강보험자격득실확인서_youngadult_male_alloy_0153.mp3,건강보험자격득실확인서, 자격득신 확인서 발급 좀 해주시오 러 왔습니다, 자격 특신 확인서 발급 좀 해주시오로 왔습니다.,0,1,0,1,
강원도_건강보험자격득실확인서_youngadult_male_nova_0133.mp3,건강보험자격득실확인서, 내용 다 나오게 자격득실 확인서 발급점 해 주시오도, 내용 다 나오게 자격득실 확인서 발급점 해주시오도,0,1,0,1,
강원도_건강보험자격득실확인서_youngadult_male_onyx_0106.mp3,건강보험자격득실확인서, 회사 낼 거라 자격득실 확인서 필요하대, 회사 낼 거라 자격득시 확인서 필요하대,0,1,0,1,
강원도_날씨_child_female_alloy_0277.mp3,날씨,ナイシーコリコリはね,ナイシーコリコリはね,0,0,0,0,
강원도_날씨_child_female_alloy_0298.mp3,날씨, 강수 확률 래프로 다녀, 강수 확률 뇌 풀어 다녀,0,0,0,0,
강원도_날씨_child_female_echo_0259.mp3,날씨, 제주 바람 канал, 제주 바람 канал,0,0,0,0,
강원도_날씨_child_female_shimmer_0243.mp3,날씨, 이번 주 날씨 계속 좋나?, 이번 주 날씨 계속 좋나?,1,1,1,1,
강원도_날씨_child_female_shimmer_0276.mp3,날씨, 날씨가 이래서야 쓱 거 써., 날씨가 이래서야 쓱 거 써.,1,1,1,1,
강원도_날씨_child_male_alloy_0281.mp3,날씨, 나이씨 어플 머시 잘 맞는다냐?, 나이씨 어플 머시 잘 맞는다냐?,0,0,0,0,
강원도_날씨_child_male_nova_0295.mp3,날씨, 이렇게 나이스 좋은 듯 집에 있나?, 이렇게 나이스 좋은데 집에 있나?,0,0,0,0,
강원도_날씨_middleaged_male_echo_0273.mp3,날씨, 내 라이씨 보고 빨래야 쓰겠다," 네, 나이씨 보고 빨래야 쓰겠다",0,0,0,0,
강원도_날씨_senior_female_nova_0294.mp3,날씨, 날 시업을 워시 잘 맞는다냐?, 날 시업을 워시 잘 맞는다냐?,0,0,0,0,
강원도_날씨_senior_male_alloy_0283.mp3,날씨, 대주 바람 강아오, 대주 바람 강아오,0,0,0,0,
강원도_날씨_senior_male_nova_0206.mp3,날씨, 날씨 보고 옷 잘 챙겨 입어라인구만, 날씨 보고 옷 잘 챙겨 입어라인구만,1,1,1,1,
강원도_날씨_senior_male_onyx_0253.mp3,날씨, 날씨가 어플이 잘 맞는다냐?, 날씨 오프을 멋있 잘 맞는다냐?,1,1,1,1,
강원도_날씨_senior_male_onyx_0290.mp3,날씨, 날씨 이래가 되나, 날씨 이래가 되나,1,1,1,1,
강원도_날씨_youngadult_female_alloy_0242.mp3,날씨, 날씨 풀림은 등산이나 가부로 해야지, 날씨 풀림은 등산이나 가부로 해야지,1,1,1,1,
강원도_날씨_youngadult_female_alloy_0282.mp3,날씨, 내일 날씨 보고 빨리 하자., 내일 날씨 보고 빨리 하자.,1,1,1,1,
강원도_날씨_youngadult_female_echo_0200.mp3,날씨,来週は入り止んの,ナイシュアイリーとんの,0,0,0,0,
강원도_날씨_youngadult_female_echo_0232.mp3,날씨, 내일 날씨 보고 빨래하자구만, 내일 날씨 보고 빨래하자구만,1,1,1,1,
강원도_날씨_youngadult_male_alloy_0226.mp3,날씨," 날씨가 이래서 야, 수고했어.", 날씨가 이래서 야す고 있어,1,1,1,1,
강원도_날씨_youngadult_male_alloy_0245.mp3,날씨, 이렇게 날씨 좋은 뒤 집에만 있냐?, 이렇게 날씨 좋은 뒤 집에만 있냐?,1,1,1,1,
강원도_날씨_youngadult_male_echo_0233.mp3,날씨,大しっくり来りあね,ナイシークリコリアね。,0,0,0,0,
강원도_등본_child_female_echo_0302.mp3,등본," 네, 대신 등 본점, 발급점 해주시오시면 안되나?", 네 대신 등 본점 발급 좀 해주시오 주면 안되나?,1,1,1,1,
강원도_등본_child_female_shimmer_0333.mp3,등본, 는보니 필요하다 함께, 는보니 필요하다 함께,0,0,0,0,
강원도_등본_child_female_shimmer_0356.mp3,등본, 우리 식구 다 나오는 걸로 등번 한 통, 우리 식구 다 나오는 걸로 등번 한 통,0,0,0,0,
강원도_등본_child_male_alloy_0363.mp3,등본," 내 것 등 본 좀 밝은 점 해주시오, 줄랑가?"," 내 것 등분 좀 밝은 점 해주시오, 줄란가?",1,0,0,0,
강원도_등본_middleaged_female_echo_0310.mp3,등본, 든든 발급점 해주시오는거 어용가?, 든든 발급점 해주시오는거 어용가,0,1,0,1,
강원도_등본_middleaged_female_nova_0314.mp3,등본, 은행 가야 되는데 등분이 없다., 은행 가야 되는데 등분이 없다.,0,0,0,0,
강원도_등본_middleaged_female_shimmer_0329.mp3,등본, 동사무소 가서 등본부터 발급 좀 해주시어야 쓰겠다., 동사무소 가서 등본부터 발급 좀 해주시어야 쓰겠다.,1,1,1,1,
강원도_등본_middleaged_male_shimmer_0313.mp3,등본, 주민등록 등본 발급 좀 해주시오는 것 슈당케, 주민등록 등본 발급 좀 해주시오는 것 슈당케,1,1,1,1,
강원도_등본_senior_female_echo_0320.mp3,등본, 등본 발급 좀 해주시어서 사진 찍어 보내줘, 등본 발급 좀 해주시어서 사진 찍어 보내줘,1,1,1,1,
강원도_등본_senior_male_nova_0304.mp3,등본, 뜬 몬산부 발급점 해주시오. 해 해 주라오., 뜬 몬산부 발급점 해주시오. 해 해 주라오.,0,1,0,1,
강원도_등본_youngadult_female_alloy_0309.mp3,등본, 주민등록 등본 겁나게 빨리 필요하단계, 주민등록 등본 겁나게 빨리 필요하단계,1,1,1,1,
강원도_등본_youngadult_female_onyx_0303.mp3,등본, 등몬 그거 무인 발급기에서 되야?, 등봉 그거 무인 발급기에서 되야?,0,0,0,0,
강원도_등본_youngadult_female_onyx_0367.mp3,등본, 등본 뽑는 거 까먹지 마라, 등본 뽑는 거 까먹지 마라,1,1,1,1,
강원도_등본_youngadult_male_echo_0377.mp3,등본, 근데 뭐니 필요하다 함께, 근데 뭐니 필요하다 함께,0,0,0,0,
강원도_등본_youngadult_male_echo_0388.mp3,등본, 등 본 발급 좀 해주시오는 것 좀 보아줘인, 등 본 발급 좀 해주시오는 것 좀 보아줘요,1,1,1,1,
강원도_등본_youngadult_male_nova_0385.mp3,등본," 은행 가야 되는데, 등분이 없다구만."," 은행 가야 되는데, 등분이 없다구만",0,0,0,0,
강원도_등본_youngadult_male_shimmer_0350.mp3,등본, 내 대신 등분 좀 밝협 좀 해주시오 주면 안되나?, 내 대신 등분 좀 밝협 좀 해주시오 주면 안되나?,0,0,0,0,
강원도_초본_child_female_echo_0473.mp3,초본, 초코는 못담씨 밝음 좀 해주시오는거죠., 조코는 못담씨 발급 좀 해주시오는거죠,0,0,0,1,
강원도_초본_child_female_shimmer_0494.mp3,초본," 지금도 초본 한부, 발급발급 좀 해주시여 집선해.", 지금도 초본 한부 발급발급 좀 해주시여 집선해.,1,1,1,1,
강원도_초본_child_male_alloy_0442.mp3,초본, 조본 발급 좀 해주시오는 건 처음인데, 저번 발급 좀 해주시오는 건 처음인데,0,1,0,1,
강원도_초본_child_male_alloy_0490.mp3,초본, 내 주민등록 초보난 통 발급 좀 해주시어두구만, 내 주민 능력 초보난 통 발급 좀 해주시어두구만,0,1,0,1,
강원도_초본_child_male_echo_0453.mp3,초본, 추본 어디서 발급 좀 해주시오는지 않아, 초본 어디서 밝을 좀 해주시오는지 않아?,0,1,1,1,
강원도_초본_child_male_onyx_0443.mp3,초본, 2민 등록 처벌 한 통만요, 2민 등록 처벌 한 통만요,0,0,0,0,
강원도_초본_middleaged_female_alloy_0406.mp3,초본," 지금도 주민등록 처벌 일부 발끝 좀 해주시오, 발끝 좀 해주시오. 두 개만 심하오구만."," 지금도 주민등록 처벌 일부 발끝 좀 해주시오, 발끝 좀 해주시오 두 개만 심하오구만",0,1,0,1,
강원도_초본_middleaged_female_echo_0483.mp3,초본, 초본 발급 좀 해주시오는 거는 처음인데, 초본 발급 좀 해주시오는 건 처음인데,1,1,1,1,
강원도_초본_middleaged_female_nova_0498.mp3,초본," 지금도 초본 한 부, 발급밝극 좀 해주시오 집선에"," 지금도 초벌한 보, 발급밝극 좀 해주시오 집선해",1,1,0,1,
강원도_초본_middleaged_male_alloy_0445.mp3,초본," 첫번, 네 첫번 말이요."," 첫번, 네 첫번 말이요.",0,0,0,0,
강원도_초본_senior_female_onyx_0400.mp3,초본, 내 초보내 군대 갔다 온 건 아옷가?, 내 초보내 군대 갔다 온 건 아옷가?,0,0,0,0,
강원도_초본_senior_female_onyx_0481.mp3,초본, 초본 좀 밝급점 해주시면 겁나게 감사하고 있어, 초본 좀 밝급점 해주시면 겁나게 감사하고 있어,1,1,1,1,
강원도_초본_senior_male_alloy_0432.mp3,초본, 지금도 초본 일부 바로 발급 좀 해주시오 발급 좀 해주시오 주개마신 하오, 지금도 초본 일부 바로 발급 좀 해주시오 발급 좀 해주시오 주개마신 하오,1,1,1,1,
강원도_초본_senior_male_nova_0495.mp3,초본," 초보는 왜 필요하다, 칼로?"," 초보는 왜 필요하다, 칸어?",0,0,0,0,
강원도_초본_senior_male_onyx_0477.mp3,초본, 초번도 인터넷으로 되야, 초번도 인터넷으로 되야,0,0,0,0,
강원도_초본_senior_male_shimmer_0459.mp3,초본, 초본 좀 밝을 점 해주시오. 주시면 겁나게 감사하겠어., 초본 좀 밝을 점 해주시오. 주시면 겁나게 감사하겠어.,1,1,1,1,
강원도_초본_youngadult_female_alloy_0433.mp3,초본," 개난 주민 등록 초본, 발급주계 마심하우"," 개난 주민 등록 초본, 발급주계 마심하우",1,1,1,1,
강원도_초본_youngadult_female_echo_0482.mp3,초본, 조번이 필요하다 카드라, 조본이 필요하다 카드라,0,0,0,0,
강원도_초본_youngadult_female_shimmer_0476.mp3,초본, 남자들은 초본 때 일 만데이?, 남자들은 초본 때 일 만데이?,1,1,1,1,
강원도_초본_youngadult_male_alloy_0426.mp3,초본," 네, 초번 좀 발급정 해주시오, 줄않게"," 네, 초본존 발급정 해주시오, 줄않게",0,1,1,1,
강원도_축제_child_female_echo_0563.mp3,축제, 축제 갈람은 차 막혀버려구만, 축제 갈람은 차 막혀버려구만,1,1,1,1,
강원도_축제_child_female_nova_0540.mp3,축제, 우리 동넛 춥자 언제인데?, 우리 동나 춥지야 언제인데?,0,0,0,0,
강원도_축제_child_female_onyx_0541.mp3,축제, 특제 일정 표정 봐도, 특제 일정 표정 봐도,0,0,0,0,
강원도_축제_child_female_onyx_0584.mp3,축제, 지역 특제 뭐 볼 거 있나?, 지역 투표에 뭐 볼 거 있나?,0,1,0,1,
강원도_축제_child_male_alloy_0522.mp3,축제, 축제 갈 때 모이꾸 갈까나?, 축제 갈 때 모이꾸 갈까나?,1,1,1,1,
강원도_축제_child_male_echo_0590.mp3,축제, 촉지하는데 찾을 때 있겠나?, 죽지 않은데 찾을 때 있겠나?,0,0,0,0,
강원도_축제_child_male_nova_0546.mp3,축제, 가을에는 몬축제가 있다냐?, 가을에는 몬축제가 있다냐?,1,1,1,1,
강원도_축제_child_male_nova_0560.mp3,축제, 조금 더, 적지 않은데 트위에 때 잊었어,0,0,0,0,
강원도_축제_child_male_onyx_0502.mp3,축제, 이번 벗고축제는 언제는 다녀?, 이번 벗고축제는 언제는 다녀?,1,1,1,1,
강원도_축제_child_male_shimmer_0501.mp3,축제, 축제 마지막 날이라 사람 겁나게 만내구만, 축제 마지막 날이라 사람 겁나게 만내구만,1,1,1,1,
강원도_축제_middleaged_female_alloy_0531.mp3,축제, 축제 초대가수 누구라고 그라데?, 축제 초대가수 누구라고 그라데?,1,1,1,1,
강원도_축제_middleaged_female_alloy_0557.mp3,축제, 함의하는 불꽃 축제 하나?, 함의하는 불꽃 축제 하나?,1,1,1,1,
강원도_축제_middleaged_female_alloy_0593.mp3,축제, 이번 축제는 좀 재밌지 거냐?, 이번 축제는 좀 재밌이거든요?,1,1,1,1,
강원도_축제_middleaged_female_echo_0543.mp3,축제, 주제일정 나왔다냐?, 적제일정 나왔다냐?,0,0,0,0,
강원도_축제_middleaged_male_echo_0562.mp3,축제, 축제보로 안 갈랑가?, 축제보로 안 갈랑가?,1,1,1,1,
강원도_축제_middleaged_male_echo_0566.mp3,축제, 척제 초대가서 누구라고 그라데?, 주제 초대가서 누구라고 그라데?,0,0,0,0,
강원도_축제_middleaged_male_nova_0580.mp3,축제, 밤에 하는 불꽃 측제 하나?, 밤에 하는 불꽃 측제 하나?,0,0,0,0,
강원도_축제_middleaged_male_onyx_0548.mp3,축제, 축제 사람 비기 많겠지?, 축제 사람 비기 많겠지?,1,1,1,1,
강원도_축제_middleaged_male_shimmer_0504.mp3,축제, 우리 도우 축제 부스 하나 대볼까?, 우리 도우 축제 부스 하나 내볼까?,1,1,1,1,
강원도_축제_middleaged_male_shimmer_0519.mp3,축제, 이번에 축제 뭐 한다냐?, 이번에 축제 뭐 한다냐?,1,1,1,1,
강원도_축제_middleaged_male_shimmer_0538.mp3,축제, 이번 축제는 뭐 좀 다른 것 같까?, 이번 축제는 뭐 좀 다른 것 같까?,1,1,1,1,
강원도_축제_senior_female_echo_0512.mp3,축제, 축제 갈람은 참 아켜부러, 축제 갈람은 참 아켜부러,1,1,1,1,
강원도_축제_senior_female_echo_0530.mp3,축제, 야시장 열리는 축제 다녀, 야시장 열리는 축제 다녀,1,1,1,1,
강원도_축제_senior_female_echo_0594.mp3,축제, 야시장 열리는 춥태가?, 야시장 열리는 춥태가?,0,0,0,0,
강원도_축제_senior_female_nova_0539.mp3,축제, 짭짤 구경가의 사람?, vouch,0,0,0,0,
강원도_축제_senior_female_onyx_0587.mp3,축제, 이번 축제는 점 재미있이거든요?, 이번 축제는 점 재미있이거든요?,1,1,1,1,
강원도_축제_senior_female_shimmer_0537.mp3,축제, 이번 축제는 뭐 좀 다른 거 하나?, 이번 축제는 뭐 좀 다른 거 하나?,1,1,1,1,
강원도_축제_senior_male_alloy_0581.mp3,축제, 취방멘," 쫌, 쫌, 쫌! 대가cio! 누구라고こFrader?",0,0,0,0,
강원도_축제_senior_male_echo_0572.mp3,축제, 우리도 축제 부스 하나 내볼까나?, 우리도 축제 부스 하나 내볼까나?,1,1,1,1,
강원도_축제_senior_male_onyx_0523.mp3,축제, 야 시장 열리는 축제가?, 야 시장 열리는 축제가?,1,1,1,1,
강원도_축제_senior_male_onyx_0526.mp3,축제, 제 초대 가서 누구라고 그래?, 제 초대 가서 누구라고 그래?,0,0,0,0,
강원도_축제_senior_male_shimmer_0558.mp3,축제, 이번 축제는 좀 재밌겠나?, 이번 축제는 좀 재밌겠나?,1,1,1,1,
강원도_축제_youngadult_female_alloy_0507.mp3,축제, 축제 구경갈 사람?, 축제 구경갈 사람?,1,1,1,1,
강원도_축제_youngadult_female_alloy_0514.mp3,축제, 원축제가 젤로 유명하냐?, 원축제가 젤로 유명하디야?,1,1,1,1,
강원도_축제_youngadult_female_echo_0582.mp3,축제, 해견축제 보러 가자, 해견 축제 보러 가자,1,0,1,1,
강원도_축제_youngadult_female_nova_0511.mp3,축제, 이번에 축제 뭐하노?, 이번에 축제 뭐하노?,1,1,1,1,
강원도_축제_youngadult_female_nova_0564.mp3,축제, 야시장 열리는 특제가, 야 시장 열리는 특제가?,0,0,0,0,
강원도_축제_youngadult_female_onyx_0552.mp3,축제, 특제 일정 표정 봐도구만, 특제 일정 표정 봐도구만,0,0,0,0,
강원도_축제_youngadult_female_shimmer_0561.mp3,축제, 해변 축제 보러 가장 끼구만, 해변축제 보러 가장 끼구만,1,1,1,1,
강원도_축제_youngadult_male_alloy_0503.mp3,축제, 책지 초대가수 누구락하든요?, 즉지 초대가수 누구락하든요?,0,0,0,0,
강원도_축제_youngadult_male_alloy_0521.mp3,축제, 밤에 하는 불꽃 축제 하나?, 밤에 하는 불구 축제 하나?,1,1,1,1,
강원도_축제_youngadult_male_echo_0529.mp3,축제, 야시장 열리는 축제다냐?, 야시장 열리는 죽재다냐?,1,1,0,1,
강원도_축제_youngadult_male_echo_0571.mp3,축제, 축제하는 뒤 차 떨때 입었어, 축제하는 뒤 차 떨때 입었어,1,1,1,1,
강원도_축제_youngadult_male_echo_0573.mp3,축제, 촉재가서 맛있는 거 사목자, 촉재가서 맛있는 거 사목자,0,0,0,0,
강원도_축제_youngadult_male_echo_0589.mp3,축제, 우리도 축제부스 하나 내볼까나?, 우리도 직접 수해 하나 내볼까나?,1,1,0,1,
강원도_축제_youngadult_male_echo_0598.mp3,축제, 아메야는 풀고 축제하다?, 아메야는 불꽃 축제하다?,1,1,1,1,
강원도_축제_youngadult_male_nova_0565.mp3,축제, 축제 마지막 날이라 사람 많다, 축제 마지막 날이라 사람 많다,1,1,1,1,
강원도_축제_youngadult_male_onyx_0527.mp3,축제, 대학 축제 구경과장께, 대학 축제 구경과장께,1,1,1,1,
강원도_축제_youngadult_male_onyx_0542.mp3,축제, 축제 마지막 날이라 사람 많다구만, 축제 마지막 날이라 사람 많다구만,1,1,1,1,
강원도_축제_youngadult_male_shimmer_0578.mp3,축제, 야시장 열리는 축제가?, 야시장 열리는 축제가?,1,1,1,1,
강원도_축제_youngadult_male_shimmer_0592.mp3,축제, 거기 쭉듯 재밌다 가대구만, 거기축도 재밌다 가대구만,0,0,0,0,
강원도_행사_child_female_echo_0600.mp3,행사, 무료 행사 있을과 세종," 무료 행사 2,3종",1,1,1,1,
강원도_행사_child_female_nova_0653.mp3,행사, 무료 행사 있어과 세종, 무료 행사 있어과 세종,1,1,1,1,
강원도_행사_child_female_nova_0690.mp3,행사, 가족이랑 강마는 서일 행사 추천해 줄 아웃, 가족이랑 강만은 서일 행사 추천해 줄 아웃,1,1,1,1,
강원도_행사_child_female_onyx_0606.mp3,행사, 포항 행사 일정 확인할게요, 호왕 행사 일정 확인할게요.,1,1,1,1,
강원도_행사_child_male_nova_0676.mp3,행사, 무료 행사 있나요? 제주?, 무료 행사 있나요? 제주?,1,1,1,1,
강원도_행사_child_male_onyx_0673.mp3,행사, 가족이랑 갈만한 세종 행사 추천해 주, 가족이랑 갈만한 세종 행사 추천해 주,1,1,1,1,
강원도_행사_child_male_onyx_0695.mp3,행사, 호항 행사 일정 확인할게요. 하우구만, 호항 행사 일정 확인할게요. 하우구만,1,1,1,1,
강원도_행사_middleaged_female_nova_0694.mp3,행사, 오늘의 근처 행사 모이스과, 오늘의 근타행사 모이스과,1,1,1,1,
강원도_행사_middleaged_female_onyx_0632.mp3,행사, 무료 행사에 스쿼스 해준, 무료 행사에 스쿼스 해준,1,1,1,1,
강원도_행사_senior_female_echo_0659.mp3,행사, 무료 행사 있을 것 같애죠?, 무료 행사 있을 것 같애죠?,1,1,1,1,
강원도_행사_senior_female_shimmer_0626.mp3,행사, 내일 근처 행사 보이죠?, 내일 근처 행사 보이죠?,1,1,1,1,
강원도_행사_senior_female_shimmer_0682.mp3,행사, 오늘 근처 행사 뭐 있을거야?, 오늘 근처 행사 모이스과,1,1,1,1,
강원도_행사_senior_female_shimmer_0683.mp3,행사, 보왕 행사 일정 확인할게요., 보왕 행사 일정 확인할게이네,1,1,1,1,
강원도_행사_senior_male_shimmer_0642.mp3,행사, 고원 인사유정 확인할게요., 고원 인사유정 확인할게요.,0,0,0,0,
강원도_행사_youngadult_female_alloy_0698.mp3,행사, 무료 행사 있을 것 같애 좀., 무료 행사 있을 것과 세종,1,1,1,1,
강원도_행사_youngadult_male_echo_0643.mp3,행사, 모래 서울 행사 모 있어요?, 모래 서울 행사 모 있어요?,1,1,1,1,
강원도_행사_youngadult_male_echo_0645.mp3,행사, 내일 근처 행사 뭐 있죠?, 내일 근처 행사 보이죠?,1,1,1,1,
