file,keyword,text_a,text_c,match_a,match_b,match_c,match_d,condition
강원도_축제_senior_male_echo_0532.mp3,축제, 거식이 축제에 겁나게 재미지다고 하더만, 거식이 축제에 겁나게 재미지다고 하더만,1,0,1,0,
강원도_축제_senior_male_nova_0511.mp3,축제, 가을에는 뭔 측제가 있다냐?, 가을에는 뭔 축제가 있다냐?,0,0,1,0,
강원도_축제_young_adult_female_nova_0522.mp3,축제, 축제 일정 표정 봐도, 축제 일정표 좀 봐도,1,1,1,1,
강원도_축제_young_adult_female_nova_0562.mp3,축제, 요번 벚꽃 축제는 언젠 다녀?, 요번 벚꽃 축제는 언젠다냐?,1,0,1,0,
강원도_축제_young_adult_female_nova_0583.mp3,축제," 즉, 되게 정다왔나?", 즉트유정 나왔나?,0,0,0,0,
강원도_축제_young_adult_female_onyx_0516.mp3,축제, 축제 1. 나왔나?, 축제 1. 나왔나?,1,1,1,1,
강원도_축제_young_adult_female_shimmer_0555.mp3,축제, 거식이 축제에 겁나게 재미지다고 허드만 구만, 거식이 축제에 겁나게 재미지다고 허드만 구만,1,0,1,0,
강원도_축제_young_adult_male_echo_0510.mp3,축제, 족제 가수 누구 온다냐?, 족제 가수 누구 온다냐?,0,0,0,0,
강원도_축제_young_adult_male_echo_0524.mp3,축제, 오늘부터 축제 시작이요., 오늘부터 축제 시작이요,1,1,1,1,
강원도_축제_young_adult_male_echo_0557.mp3,축제, 액특제 보러 가자, 애아특제 보러 가자,0,0,0,0,
강원도_축제_young_adult_male_nova_0558.mp3,축제, 야시장 열리는 축제가?, 야시장 열리는 축제가?,1,0,1,0,
강원도_축제_young_adult_male_nova_0561.mp3,축제, 오늘부터 축제 시작이야, 오늘부터 축제 시작이야,1,1,1,1,
강원도_축제_young_adult_male_onyx_0527.mp3,축제, 우리 동네 측자는 언젠데, 우리 동네 축제는 언젠데?,0,0,1,0,
강원도_축제_young_adult_male_onyx_0531.mp3,축제, 국기의 사람 들기 많겠지?, 국기의 사람 들기 많겠지?,0,0,0,0,
강원도_축제_young_adult_male_onyx_0546.mp3,축제, 촉재 갈람은 참 악길 난데, 촉재 갈라면 참 아킷긴데,0,0,0,0,
강원도_축제_young_adult_male_shimmer_0512.mp3,축제, 이번 벚꽃 축제는 온쟁교, 이번 벚꽃 축제는 온쟁교,1,0,1,0,
강원도_행사_child_female_shimmer_0637.mp3,행사, 청주 행사 일정 보여주겠네, 청주 행사 일정 보여주겠네,1,1,1,1,
강원도_행사_child_male_echo_0699.mp3,행사, 무조건 인사에 나요 제주북, 무료 행사 있나요? 제주북?,0,0,1,1,
강원도_행사_child_male_nova_0657.mp3,행사, 내 근처에 인사 뭐 있죠?, 내 근처에 인사 뭐 있죠?,0,0,0,0,
강원도_행사_middle_aged_female_nova_0681.mp3,행사, 청주 행사에 정보해 주기 아웃, 청주 행사에 정보여주겨요.,1,0,1,0,
강원도_행사_middle_aged_male_onyx_0680.mp3,행사, 가족이랑 갈만한 서울 행사 추천해 주러 하우구만, 가족이랑 갈만한 서울 행사 추천해 주러 하우구만,1,1,1,1,
강원도_행사_senior_female_nova_0631.mp3,행사, 가족이랑 갈만한 세종 행사 추천해 줩서 How, 가족이랑 갈만한 세종 행사 추천해 줩서 How,1,1,1,1,
강원도_행사_senior_female_onyx_0625.mp3,행사, 가족이랑 갈만한 서울 행사 추천해 주라오. 하오, 가족이랑 갈만한 서울 행사 추천해 주라오. 하오,1,1,1,1,
강원도_행사_senior_male_echo_0690.mp3,행사, 내일 근처 행사 뭐 있죠?, 내일 근처 행사 뭐 있죠?,1,1,1,1,
강원도_행사_senior_male_onyx_0696.mp3,행사, 무료 행사 있을거야 세종?, 무료 행사 있을거야 세종?,1,1,1,1,
강원도_행사_senior_male_shimmer_0650.mp3,행사, 제주 행사 일정 보여주겠네, 제주 행사 일정 보여주겠네,1,1,1,1,
강원도_행사_young_adult_female_onyx_0675.mp3,행사, 가족이랑 갈마란 서울 행사 추천해주라 오네구만, 가족이랑 갈마란 서울 행사 추천해주라 오네구만,1,1,1,1,
강원도_행사_young_adult_female_shimmer_0619.mp3,행사, 포항 행사 일정 확인할게요., 포항 행사 일정 확인할게요.,1,1,1,1,
강원도_행사_young_adult_male_alloy_0630.mp3,행사, 가족이랑 갈만한 서울 행사 추천해 주라오네, 가족이랑 갈만한 서울 행사 추천해 주라오네,1,1,1,1,
강원도_행사_young_adult_male_echo_0693.mp3,행사, 무료 인사 있나요? 제주?, 무료 인사 있나요? 제주?,0,0,0,0,
강원도_행사_young_adult_male_onyx_0615.mp3,행사, 오늘 근처 행사 모이 습과, 오늘 근처 행사 모이 습과,1,1,1,1,
경상도_가족관계증명서_child_female_echo_0054.mp3,가족관계증명서, 지금 가족 관계 직명서 두부 주민센터 주민번호 뒷자리 비공개 때도 되겠습니다., 지금 가족 관계 직명서 두부 주민센터 주민번호 뒷자리 비공개 때도 되겠습니다.,0,1,0,1,
경상도_가족관계증명서_middle_aged_female_echo_0086.mp3,가족관계증명서, 지금 얼른 입사지원 서류 가족 증명서 3부 수민센터 바로 뽑아야 주나, 지금 얼른 입사지원 서류 가족 증명서 산부 주민센터 바로 뽑아야 주나,0,1,0,1,
경상도_가족관계증명서_middle_aged_female_nova_0092.mp3,가족관계증명서, 방금 입사지원 서류 가족 관계 증명서 내부 주민센터 주민번호 뒷자리 비공개 때 해주이카 해시태지와의 가족 7구원, 방금 입사지원 서류 가족 관계 증명서 내부 주민센터 주민번호 뒷자리 비공개 때 해주이카 해시태지와의 가족 7구원,1,1,1,1,
경상도_가족관계증명서_middle_aged_male_echo_0043.mp3,가족관계증명서, 지금 가족관계 진명서 주민센터 현재 주소만 발급해도 되겠습니까?, 지금 가족관계 진명서 주민센터 현재 주소만 발급해도 되겠습니까?,0,1,0,1,
경상도_가족관계증명서_middle_aged_male_echo_0091.mp3,가족관계증명서," 지금 대출 서료용 가족 직명성 세부, 무인 민원, 발급기 주소 전체 출력 바로 발급해 줄아. GY 가족 3, 4, 4"," 지금 대출 서료용 가족 직명성 세부, 무인 민원, 발급기 주소 전체 출력 바로 발급해 줄아. 지와의 가족 3,4,4",0,1,0,1,
경상도_가족관계증명서_middle_aged_male_nova_0061.mp3,가족관계증명서, 당장마 관공서 제출용 가족 증명서 두부 무인 민원 발급기 때 해주소, 당장마 관공서 제출용 가족 증명서 두부 무인 민원 발급기 때 해주소,0,1,0,1,
경상도_가족관계증명서_middle_aged_male_onyx_0047.mp3,가족관계증명서, 당장마 회사 제출용 가족반계 증명서 내부 모바일 과거 주소 포함 뽑아해도 되겠습니까? 하시카 꼭증, 당장마 회사 제출용 가족반계 증명서 내부 모바일 과거 주소 포함 뽑아해도 되겠습니까? 하시카 꼭증,0,1,0,1,
경상도_가족관계증명서_middle_aged_male_onyx_0058.mp3,가족관계증명서," 오늘 그렇게 가족 관계 증명서 3부, 주민센터 과거주소 포함 발급해도 되겠습니까? 하나님 가족 지상 7 250이"," 오늘 그렇게 가족 관계 증명서 3부, 주민센터 과거주소 포함 발급해도 되겠습니까? 하나님 가족 지상 7 250이",1,1,1,1,
경상도_가족관계증명서_senior_female_onyx_0024.mp3,가족관계증명서, 앙금 관공서 제출용 가족 증명서 정보이 14주민 번호 뒷자리 비공개 출력해도 되겠습니까?, 앙금 관공서 제출용 가족 증명서 정보이 14주민 번호 뒷자리 비공개 출력해도 되겠습니까?,0,1,0,1,
경상도_가족관계증명서_senior_female_onyx_0064.mp3,가족관계증명서, 오늘 마 회사 제출용 가족 직명서 이부 과거 주소 포함 바로 때 해주소, 오늘 마 회사 제출용 가족 증명서 이부 과거 주소 포함 바로 때 해주소,0,1,0,1,
경상도_가족관계증명서_senior_female_shimmer_0000.mp3,가족관계증명서, 오늘 학교 대출용 가족 증명서산부 무인 민원 발급기 현재 주소만 뽑아주라., 오늘 학교 제출용 가족 증명서산부 무익민원 발급기 현재 주소만 뽑아 해 주라.,0,1,0,1,
경상도_가족관계증명서_senior_male_onyx_0022.mp3,가족관계증명서, 가능하면 빨리 대출 서류형 가족 증명소 3부 정부 24주민번호 뒷자리 비공개 바로 뽑아해 주소, 가능하면 빨리 대출 서류형 가족 증명서 3부 정부 24주민번호 뒷자리 비공개 바로 뽑아해 주소,0,1,0,1,
경상도_가족관계증명서_young_adult_female_alloy_0039.mp3,가족관계증명서," 강장마, 입사 지원 서류 가족 직량서 PDF로 주소 전체 출력 바로 뽑아 해 주입니다."," 강장마, 입사 지원 서류 가족 증명서 PDF로 추수 전체 출력 바로 뽑아 해 주입니다.",0,1,0,1,
경상도_가족관계증명서_young_adult_female_nova_0078.mp3,가족관계증명서, 가능하면 빨리 마 회사 재출룬 가족징림서 내부 정보의 휩사 주소 전체 출약 뽑아준 해지입니다., 가능하면 빨리 마 회사 재출료는 가족 증릉서 내부 정보의 휩사 주소 전체 출약 뽑아준 해지입니다.,0,0,0,1,
경상도_가족관계증명서_young_adult_female_shimmer_0040.mp3,가족관계증명서," 방금 관공서지 출용, 가족 관계 직명서 산부, 무인 민원 발급기, 과거 주소 포한 발급해도 되겠습니까?"," 방금 관공서지 출용, 가족 관계 직명서 3부, 무인 민원 발급기, 과거 주소 포한 발급해도 되겠습니까?",0,1,0,1,
